"player_name","nation","sport","sport_sub","age","birthdate","start_date","retirement_date","best_rank","date_rank","age_success","start_age","retire_age","sex","career_length"
"Nikolas Katsigiannis","DEU","Handball","Handball-Men",39,1982,"2007",2021,"0.0789473684210526",2018,36,25,39,"male",14
"Nils Olof Lukas Karlsson","SWE","Handball","Handball-Men",40,1982,"2000",2020,NA,NA,NA,18,38,"male",20
"Obrad Radulovic","SRB","Handball","Handball-Men",39,1982,"2019",2020,NA,NA,NA,37,38,"male",1
"Pedro Fuentes Sanchez-Migallon","ESP","Handball","Handball-Men",NA,NA,"2012",2020,"1.72727272727273",2019,NA,NA,NA,"male",8
"Perica Lelic","HRV","Handball","Handball-Men",39,1982,"2005",2020,NA,NA,NA,23,38,"male",15
"Philipp Müller","DEU","Handball","Handball-Men",37,1984,"2006",2020,"0.0769230769230769",2021,37,22,36,"male",14
"Pierre Soudry","FRA","Handball","Handball-Men",34,1988,"2006",2021,"2",2019,31,18,33,"male",15
"Rafal Glinski","POL","Handball","Handball-Men",39,1982,"2009",2021,"1.35714285714286",2018,36,27,39,"male",12
"Raúl Entrerrios","ESP","Handball","Handball-Men",41,1981,"2001",2021,"2.42857142857143",2017,36,20,40,"male",20
"Richard Kappelin","SWE","Handball","Handball-Men",38,1983,"2004",2020,NA,NA,NA,21,37,"male",16
"Risto Arnaudovski","HRV","Handball","Handball-Men",40,1981,"2019",2020,NA,NA,NA,38,39,"male",1
"Roar Fikse Forbord","NOR","Handball","Handball-Men",29,1992,"2019",2020,NA,NA,NA,27,28,"male",1
"Roberto Turrado Hernan","ESP","Handball","Handball-Men",34,1987,"2014",2021,"0.2",2018,31,27,34,"male",7
"Rock Feliho","FRA","Handball","Handball-Men",39,1982,"2000",2021,"0.5",2016,34,18,39,"male",21
"Sergei Gorbok","RUS","Handball","Handball-Men",39,1982,"2003",2020,"1.92307692307692",2017,35,21,38,"male",17
"Soren Pedersen","DNK","Handball","Handball-Men",35,1986,"2019",2021,"1",2000,14,33,35,"male",2
"Timuzsin Schuch","HUN","Handball","Handball-Men",37,1985,"2005",2021,NA,NA,NA,20,36,"male",16
"Vaidotas Grosas","LTU","Handball","Handball-Men",39,1983,"2006",2021,"0.206896551724138",2018,35,23,38,"male",15
"Victor Montoya Armengol","ESP","Handball","Handball-Men",NA,NA,"2011",2020,"2.53333333333333",2017,NA,NA,NA,"male",9
"Victor Tomas","ESP","Handball","Handball-Men",37,1985,"2002",2020,"0.363636363636364",2016,31,17,35,"male",18
"Vignir Svavarsson","ISL","Handball","Handball-Men",41,1980,"2019",2020,"5",2016,36,39,40,"male",1
"Vytautas Ziura","AUT","Handball","Handball-Men",43,1979,"2003",2020,NA,NA,NA,24,41,"male",17
"Zbigniew Kwiatkowski","POL","Handball","Handball-Men",37,1985,"2012",2020,"0.0909090909090909",2018,33,27,35,"male",8
"Adrián Fernández González","MEX","Motorrace","Motorrace-Men",59,1963,"2012",2012,"77",2012,49,49,49,"male",0
"Adrian Sutil","DEU","Motorrace","Motorrace-Men",39,1983,"2007",2014,"9",2011,28,24,31,"male",7
"Alain Ferté","FRA","Motorrace","Motorrace-Men",66,1955,"1997",2018,"15",2008,53,42,63,"male",21
"Alain Menu","CHE","Motorrace","Motorrace-Men",58,1963,"2005",2015,"2",2012,49,42,52,"male",10
"Alberto Hevia","ESP","Motorrace","Motorrace-Men",NA,NA,"2009",2010,NA,NA,NA,NA,NA,"male",1
"Alessandro Zanardi","ITA","Motorrace","Motorrace-Men",55,1966,"2005",2019,"10",2005,39,39,53,"male",14
"Alexander Wurz","AUT","Motorrace","Motorrace-Men",48,1974,"2018",2018,NA,NA,NA,44,44,"male",0
"Alexandre Negrão","BRA","Motorrace","Motorrace-Men",NA,NA,"2012",2014,"78",2012,NA,NA,NA,"male",2
"Alexandre Prémat","FRA","Motorrace","Motorrace-Men",40,1982,"2004",2019,NA,NA,NA,22,37,"male",15
"Alfonso Celis Jr.","MEX","Motorrace","Motorrace-Men",25,1996,"2013",2018,NA,NA,NA,17,22,"male",5
"Allan McNish","GBR","Motorrace","Motorrace-Men",52,1969,"2012",2013,"1",2013,44,43,44,"male",1
"Allan Simonsen","DNK","Motorrace","Motorrace-Men",34,1978,"2013",2013,"18",2013,35,35,35,"male",0
"Alvaro Barba","ESP","Motorrace","Motorrace-Men",NA,NA,"2009",2010,"4",2009,NA,NA,NA,"male",1
"Alx Danielsson","SWE","Motorrace","Motorrace-Men",41,1981,"2015",2015,"21",2015,34,34,34,"male",0
"André Couto","PRT","Motorrace","Motorrace-Men",45,1976,"2018",2019,NA,NA,NA,42,43,"male",1
"Andrea Aghini","ITA","Motorrace","Motorrace-Men",58,1963,"2006",2008,NA,NA,NA,43,45,"male",2
"Andrea Chiesa","CHE","Motorrace","Motorrace-Men",58,1964,"2001",2008,"13",2001,37,37,44,"male",7
"Andrea Montermini","ITA","Motorrace","Motorrace-Men",58,1964,"2002",2014,"17",2006,42,38,50,"male",12
"Andrea Pizzitola","FRA","Motorrace","Motorrace-Men",29,1992,"2016",2019,NA,NA,NA,24,27,"male",3
"Andy Pilgrim","GBR","Motorrace","Motorrace-Men",65,1956,"2000",2016,NA,NA,NA,44,60,"male",16
"Andy Wallace","GBR","Motorrace","Motorrace-Men",61,1961,"2000",2010,"10",2003,42,39,49,"male",10
"Anthoine Hubert","FRA","Motorrace","Motorrace-Men",22,1996,"2019",2019,"10",2019,23,23,23,"male",0
"Anthony Kumpen","BEL","Motorrace","Motorrace-Men",43,1978,"1999",2017,"2",2009,31,21,39,"male",18
"Anthony Reid","GBR","Motorrace","Motorrace-Men",65,1957,"2006",2016,NA,NA,NA,49,59,"male",10
"Antonio Pizzonia","BRA","Motorrace","Motorrace-Men",41,1980,"2013",2016,"28",2013,33,33,36,"male",3
"Armin Schwarz","DEU","Motorrace","Motorrace-Men",58,1963,"1990",2005,"6",1991,28,27,42,"male",15
"Arturo Merzario","ITA","Motorrace","Motorrace-Men",79,1943,"1997",2002,NA,NA,NA,54,59,"male",5
"Bas Leinders","BEL","Motorrace","Motorrace-Men",46,1975,"2012",2015,"41",2012,37,37,40,"male",3
"Ben Collins","GBR","Motorrace","Motorrace-Men",47,1975,"2014",2014,NA,NA,NA,39,39,"male",0
"Ben Hingeley","GBR","Motorrace","Motorrace-Men",25,1997,"2018",2018,"17",2018,21,21,21,"male",0
"Benjamin Leuchter","DEU","Motorrace","Motorrace-Men",34,1987,"2019",2019,"19",2019,32,32,32,"male",0
"Bernd Mayländer","DEU","Motorrace","Motorrace-Men",51,1971,"1997",2004,"10",1998,27,26,33,"male",7
"Bernd Schneider","DEU","Motorrace","Motorrace-Men",57,1964,"1997",2018,"1",1997,33,33,54,"male",21
"Bert Longin","BEL","Motorrace","Motorrace-Men",56,1965,"2000",2016,"3",2009,44,35,51,"male",16
"Björn Wirdheim","SWE","Motorrace","Motorrace-Men",42,1980,"2013",2019,"17",2013,33,33,39,"male",6
"Bob Wollek","USA","Motorrace","Motorrace-Men",57,1943,"1997",2000,"7",1999,56,54,57,"male",3
"Boris Derichebourg","FRA","Motorrace","Motorrace-Men",44,1978,"2000",2003,"3",2000,22,22,25,"male",3
"Brandon Maïsano","FRA","Motorrace","Motorrace-Men",28,1993,"2015",2015,"15",2015,22,22,22,"male",0
"Brian Redman","GBR","Motorrace","Motorrace-Men",85,1937,"2000",2000,NA,NA,NA,63,63,"male",0
"Brian Vickers","USA","Motorrace","Motorrace-Men",38,1983,"2012",2016,"66",2012,29,29,33,"male",4
"Bruno Junqueira","BRA","Motorrace","Motorrace-Men",45,1976,"2016",2018,NA,NA,NA,40,42,"male",2
"Bryan Bouffier","FRA","Motorrace","Motorrace-Men",43,1978,"2007",2018,"12",2014,36,29,40,"male",11
"Butch Leitzinger","USA","Motorrace","Motorrace-Men",NA,NA,"1998",2012,NA,NA,NA,NA,NA,"male",14
"Carlo van Dam","NLD","Motorrace","Motorrace-Men",36,1986,"2009",2017,NA,NA,NA,23,31,"male",8
"Carlos Huertas","COL","Motorrace","Motorrace-Men",30,1991,"2011",2015,"8",2011,20,20,24,"male",4
"Carlos Muñoz","COL","Motorrace","Motorrace-Men",30,1992,"2011",2018,"6",2011,19,19,26,"male",7
"Casper Elgaard","DNK","Motorrace","Motorrace-Men",44,1978,"2000",2015,NA,NA,NA,22,37,"male",15
"Charles Hall","GBR","Motorrace","Motorrace-Men",42,1979,"2003",2008,"20",2003,24,24,29,"male",5
"Charles Pic","FRA","Motorrace","Motorrace-Men",32,1990,"2014",2015,"18",2014,24,24,25,"male",1
"Christian Fittipaldi","BRA","Motorrace","Motorrace-Men",51,1971,"1992",2019,"13",1993,22,21,48,"male",27
"Christian Montanari","SMR","Motorrace","Motorrace-Men",40,1981,"2007",2009,"4",2007,26,26,28,"male",2
"Christian Pescatori","ITA","Motorrace","Motorrace-Men",50,1971,"1997",2009,"16",2006,35,26,38,"male",12
"Christian Vann","GBR","Motorrace","Motorrace-Men",NA,NA,"2000",2006,"19",2002,NA,NA,NA,"male",6
"Christijan Albers","NLD","Motorrace","Motorrace-Men",43,1979,"2012",2012,"87",2012,33,33,33,"male",0
"Christophe Bouchut","FRA","Motorrace","Motorrace-Men",55,1966,"2013",2014,"25",2014,48,47,48,"male",1
"Christophe Tinseau","FRA","Motorrace","Motorrace-Men",52,1969,"2016",2016,NA,NA,NA,47,47,"male",0
"Colin McRae","GBR","Motorrace","Motorrace-Men",39,1968,"1990",2006,"1",1995,27,22,38,"male",16
"Corrado Fontana","ITA","Motorrace","Motorrace-Men",NA,NA,"2007",2010,"3",2009,NA,NA,NA,"male",3
"Cyril de Lalagade","FRA","Motorrace","Motorrace-Men",NA,NA,"1998",2000,NA,NA,NA,NA,NA,"male",2
"Daisuke Ito","JPN","Motorrace","Motorrace-Men",46,1975,"1998",2017,NA,NA,NA,23,42,"male",19
"Dani Clos","ESP","Motorrace","Motorrace-Men",NA,1988,NA,2019,NA,NA,NA,NA,31,"male",NA
"Daniel Zampieri","ITA","Motorrace","Motorrace-Men",32,1990,"2009",2016,NA,NA,NA,19,26,"male",7
"Danny Watts","GBR","Motorrace","Motorrace-Men",42,1979,"2012",2016,"7",2012,33,33,37,"male",4
"Dany Snobeck","FRA","Motorrace","Motorrace-Men",76,1946,"2003",2009,NA,NA,NA,57,63,"male",6
"Dario Franchitti","GBR","Motorrace","Motorrace-Men",49,1973,"1994",2013,NA,NA,NA,21,40,"male",19
"Darren Law","CAN","Motorrace","Motorrace-Men",54,1968,"2000",2014,NA,NA,NA,32,46,"male",14
"Darren Manning","GBR","Motorrace","Motorrace-Men",47,1975,"2006",2010,NA,NA,NA,31,35,"male",4
"David Ashburn","GBR","Motorrace","Motorrace-Men",74,1947,"2007",2015,"21",2009,62,60,68,"male",8
"David Brabham","AUS","Motorrace","Motorrace-Men",56,1965,"2012",2015,"10",2012,47,47,50,"male",3
"David Coulthard","GBR","Motorrace","Motorrace-Men",51,1971,"1994",2012,"2",2001,30,23,41,"male",18
"David Donohue","USA","Motorrace","Motorrace-Men",55,1967,"1998",2013,"3",1999,32,31,46,"male",15
"David Hart","NLD","Motorrace","Motorrace-Men",64,1957,"1999",2010,"4",2000,43,42,53,"male",11
"David Jones","GBR","Motorrace","Motorrace-Men",69,1953,"2002",2015,"17",2003,50,49,62,"male",13
"David Leslie","GBR","Motorrace","Motorrace-Men",54,1953,"2004",2004,NA,NA,NA,51,51,"male",0
"David Terrien","FRA","Motorrace","Motorrace-Men",45,1976,"2001",2004,"2",2002,26,25,28,"male",3
"Davide Valsecchi","ITA","Motorrace","Motorrace-Men",NA,1987,NA,2012,NA,NA,NA,NA,25,"male",NA
"Davy Jones","USA","Motorrace","Motorrace-Men",58,1964,"1991",2012,"16",1991,27,27,48,"male",21
"Dean Stoneman","GBR","Motorrace","Motorrace-Men",31,1990,"2018",2019,NA,NA,NA,28,29,"male",1
"Derek Bell","GBR","Motorrace","Motorrace-Men",80,1941,"1990",2008,"28",1991,50,49,67,"male",18
"Didier André","FRA","Motorrace","Motorrace-Men",47,1974,"1998",2010,NA,NA,NA,24,36,"male",12
"Didier Auriol","FRA","Motorrace","Motorrace-Men",63,1958,"1990",2005,"1",1994,36,32,47,"male",15
"Didier Cottaz","FRA","Motorrace","Motorrace-Men",55,1967,"1997",2002,"6",2002,35,30,35,"male",5
"Didier Theys","BEL","Motorrace","Motorrace-Men",65,1956,"1997",2008,NA,NA,NA,41,52,"male",11
"Dimitar Iliev","BGR","Motorrace","Motorrace-Men",46,1975,"2006",2012,"5",2007,32,31,37,"male",6
"Dominique Dupuy","FRA","Motorrace","Motorrace-Men",64,1957,"1998",2003,"4",1999,42,41,46,"male",5
"Duncan Huisman","NLD","Motorrace","Motorrace-Men",50,1971,"2005",2016,"13",2005,34,34,45,"male",11
"Ed Brown","USA","Motorrace","Motorrace-Men",59,1963,"2014",2017,"21",2015,52,51,54,"male",3
"Eddie Cheever","USA","Motorrace","Motorrace-Men",64,1958,"1978",2006,"7",1983,25,20,48,"male",28
"Eddie Irvine","GBR","Motorrace","Motorrace-Men",56,1965,"1993",2002,"2",1999,34,28,37,"male",9
"Egor Orudzhev","RUS","Motorrace","Motorrace-Men",26,1995,"2018",2019,"14",2018,23,23,24,"male",1
"Eliseo Salazar","CHL","Motorrace","Motorrace-Men",67,1954,"2012",2015,NA,NA,NA,58,61,"male",3
"Ellen Lohr","DEU","Motorrace","Motorrace-Men",57,1965,"2007",2007,NA,NA,NA,42,42,"male",0
"Elliott Forbes-Robinson","USA","Motorrace","Motorrace-Men",NA,NA,"1998",2012,NA,NA,NA,NA,NA,"male",14
"Emanuele Moncini","ITA","Motorrace","Motorrace-Men",NA,NA,"2001",2002,NA,NA,NA,NA,NA,"male",1
"Emanuele Naspetti","ITA","Motorrace","Motorrace-Men",54,1968,"2006",2006,NA,NA,NA,38,38,"male",0
"Emanuele Pirro","ITA","Motorrace","Motorrace-Men",60,1962,"1989",2012,"18",1991,29,27,50,"male",23
"Emerson Fittipaldi","BRA","Motorrace","Motorrace-Men",75,1946,"2014",2014,"41",2014,68,68,68,"male",0
"Emil Bernstorff","GBR","Motorrace","Motorrace-Men",29,1993,"2012",2016,"10",2012,19,19,23,"male",4
"Emmanuel Clérico","FRA","Motorrace","Motorrace-Men",52,1969,"1998",2003,"11",1999,30,29,34,"male",5
"Enrico Toccacelo","ITA","Motorrace","Motorrace-Men",43,1978,"2007",2007,"24",2007,29,29,29,"male",0
"Enrique Bernoldi","BRA","Motorrace","Motorrace-Men",43,1978,"2012",2012,"78",2012,34,34,34,"male",0
"Enrique García Ojeda","ESP","Motorrace","Motorrace-Men",NA,NA,"1998",2013,NA,NA,NA,NA,NA,"male",15
"Enzo Calderari","CHE","Motorrace","Motorrace-Men",NA,NA,"1997",2005,"3",2003,NA,NA,NA,"male",8
"Éric Bernard","FRA","Motorrace","Motorrace-Men",57,1964,"1999",2002,NA,NA,NA,35,38,"male",3
"Eric Hélary","FRA","Motorrace","Motorrace-Men",55,1966,"2014",2014,NA,NA,NA,48,48,"male",0
"Eric Salignon","FRA","Motorrace","Motorrace-Men",39,1982,"2004",2006,NA,NA,NA,22,24,"male",2
"Eric van de Poele","BEL","Motorrace","Motorrace-Men",60,1961,"1997",2015,"9",2005,44,36,54,"male",18
"Érik Comas","FRA","Motorrace","Motorrace-Men",58,1963,"2000",2006,NA,NA,NA,37,43,"male",6
"Ernesto Viso","VEN","Motorrace","Motorrace-Men",37,1985,"2004",2013,"12",2004,19,19,28,"male",9
"Fabien Giroix","FRA","Motorrace","Motorrace-Men",61,1960,"2012",2014,"30",2013,53,52,54,"male",2
"Fabio Babini","ITA","Motorrace","Motorrace-Men",52,1969,"2018",2019,NA,NA,NA,49,50,"male",1
"Fabio Carbone","BRA","Motorrace","Motorrace-Men",41,1980,"2002",2008,NA,NA,NA,22,28,"male",6
"Fabio Leimer","CHE","Motorrace","Motorrace-Men",33,1989,"2014",2015,"34",2014,25,25,26,"male",1
"Fabrizio Giovanardi","ITA","Motorrace","Motorrace-Men",55,1966,"2018",2018,"24",2018,52,52,52,"male",0
"Fabrizio Gollin","ITA","Motorrace","Motorrace-Men",47,1975,"2002",2010,"1",2004,29,27,35,"male",8
"Facu Regalia","ARG","Motorrace","Motorrace-Men",30,1991,"2015",2015,NA,NA,NA,24,24,"male",0
"Fairuz Fauzy","MYS","Motorrace","Motorrace-Men",39,1982,"2003",2013,NA,NA,NA,21,31,"male",10
"Felix Porteiro","ESP","Motorrace","Motorrace-Men",38,1983,"2007",2009,"10",2008,25,24,26,"male",2
"Félix Serrallés","PRI","Motorrace","Motorrace-Men",29,1992,"2012",2017,"11",2013,21,20,25,"male",5
"Filippo Francioni","ITA","Motorrace","Motorrace-Men",NA,NA,"1999",2010,"28",2003,NA,NA,NA,"male",11
"Franck Fréon","FRA","Motorrace","Motorrace-Men",60,1962,"1998",2003,NA,NA,NA,36,41,"male",5
"Franck Lagorce","FRA","Motorrace","Motorrace-Men",53,1968,"1999",2003,"6",2003,35,31,35,"male",4
"Franco Cunico","ITA","Motorrace","Motorrace-Men",64,1957,"2006",2006,NA,NA,NA,49,49,"male",0
"François Duval","BEL","Motorrace","Motorrace-Men",41,1980,"2015",2019,"19",2016,36,35,39,"male",4
"Frank Biela","DEU","Motorrace","Motorrace-Men",57,1964,"1988",2013,NA,NA,NA,24,49,"male",25
"Franz Engstler","DEU","Motorrace","Motorrace-Men",60,1961,"2007",2014,"8",2011,50,46,53,"male",7
"Fredy Lienhard Sr.","CHE","Motorrace","Motorrace-Men",NA,NA,"1997",2000,NA,NA,NA,NA,NA,"male",3
"Gabriele Gardel","CHE","Motorrace","Motorrace-Men",44,1977,"2003",2015,"1",2005,28,26,38,"male",12
"Gary Eastwood","GBR","Motorrace","Motorrace-Men",NA,NA,NA,2015,NA,NA,NA,NA,NA,"male",NA
"Gary Formato","ZAF","Motorrace","Motorrace-Men",47,1974,"1998",2001,NA,NA,NA,24,27,"male",3
"Gary Hirsch","CHE","Motorrace","Motorrace-Men",35,1987,"2014",2016,"16",2016,29,27,29,"male",2
"Gary Paffett","GBR","Motorrace","Motorrace-Men",41,1981,"2018",2019,"19",2018,37,37,38,"male",1
"Gaston Mazzacane","ARG","Motorrace","Motorrace-Men",47,1975,"2008",2008,NA,NA,NA,33,33,"male",0
"Geoff Lees","GBR","Motorrace","Motorrace-Men",71,1951,"2000",2000,NA,NA,NA,49,49,"male",0
"Gerard Larrousse","FRA","Motorrace","Motorrace-Men",82,1940,"2000",2001,"25",2000,60,60,61,"male",1
"Gil de Ferran","BRA","Motorrace","Motorrace-Men",54,1967,"1993",2003,"3",1994,27,26,36,"male",10
"Gilles Panizzi","FRA","Motorrace","Motorrace-Men",56,1965,"1993",2006,"6",2002,37,28,41,"male",13
"Giorgio Carrara","ARG","Motorrace","Motorrace-Men",21,2001,"2019",2019,NA,NA,NA,18,18,"male",0
"Giorgio Pantano","ITA","Motorrace","Motorrace-Men",43,1979,"2004",2014,"24",2004,25,25,35,"male",10
"Giovanni Lavaggi","ITA","Motorrace","Motorrace-Men",64,1958,"1998",2009,"11",2003,45,40,51,"male",11
"Godfrey Jones","GBR","Motorrace","Motorrace-Men",69,1953,"2002",2015,"17",2003,50,49,62,"male",13
"Gregor Fisken","GBR","Motorrace","Motorrace-Men",56,1965,"2001",2013,"32",2004,39,36,48,"male",12
"Guillaume Moreau","FRA","Motorrace","Motorrace-Men",39,1983,"2012",2012,"92",2012,29,29,29,"male",0
"Gustavo Yacamán","COL","Motorrace","Motorrace-Men",31,1991,"2014",2018,"13",2015,24,23,27,"male",4
"Hans-Joachim Stuck","DEU","Motorrace","Motorrace-Men",71,1951,"1997",2004,"17",1997,46,46,53,"male",7
"Harald Schlegelmilch","LVA","Motorrace","Motorrace-Men",34,1987,"2015",2015,NA,NA,NA,28,28,"male",0
"Harri Rovanperä","FIN","Motorrace","Motorrace-Men",66,1956,"1993",2006,"5",2001,45,37,50,"male",13
"Hayanari Shimoda","JPN","Motorrace","Motorrace-Men",NA,NA,"2003",2007,"5",2003,NA,NA,NA,"male",4
"Hayden Paddon","NZL","Motorrace","Motorrace-Men",35,1987,"2007",2019,"4",2016,29,20,32,"male",12
"Hector Lester","GBR","Motorrace","Motorrace-Men",NA,NA,"2008",2015,NA,NA,NA,NA,NA,"male",7
"Heinz-Harald Frentzen","DEU","Motorrace","Motorrace-Men",55,1967,"1994",2008,"2",1997,30,27,41,"male",14
"Hugo de Sadeleer","CHE","Motorrace","Motorrace-Men",24,1997,"2017",2019,NA,NA,NA,20,22,"male",2
"Hurley Haywood","USA","Motorrace","Motorrace-Men",74,1948,"2000",2012,NA,NA,NA,52,64,"male",12
"Ivan Capelli","ITA","Motorrace","Motorrace-Men",59,1963,"1997",2002,NA,NA,NA,34,39,"male",5
"Jacques Laffite","FRA","Motorrace","Motorrace-Men",78,1943,"2003",2003,NA,NA,NA,60,60,"male",0
"Jaime Alguersuari","ESP","Motorrace","Motorrace-Men",32,1990,"2014",2015,"13",2014,24,24,25,"male",1
"Jaime Melo Jr.","BRA","Motorrace","Motorrace-Men",42,1980,"2012",2012,"54",2012,32,32,32,"male",0
"James Jakes","GBR","Motorrace","Motorrace-Men",34,1987,"2016",2016,"40",2016,29,29,29,"male",0
"James Nash","GBR","Motorrace","Motorrace-Men",36,1985,"2012",2018,"3",2013,28,27,33,"male",6
"James Ruffier","FRA","Motorrace","Motorrace-Men",48,1974,"1999",2009,"3",2009,35,25,35,"male",10
"James Thompson","GBR","Motorrace","Motorrace-Men",48,1974,"2018",2018,"21",2018,44,44,44,"male",0
"James Walker","GBR","Motorrace","Motorrace-Men",38,1983,"2012",2014,"20",2013,30,29,31,"male",2
"James Weaver","GBR","Motorrace","Motorrace-Men",67,1955,"1998",2000,NA,NA,NA,43,45,"male",2
"Jamie Campbell-Walter","GBR","Motorrace","Motorrace-Men",49,1972,"2013",2013,"17",2013,41,41,41,"male",0
"Jamie Davies","GBR","Motorrace","Motorrace-Men",48,1974,"2002",2008,"7",2006,32,28,34,"male",6
"Jan Charouz","CZE","Motorrace","Motorrace-Men",34,1987,"2012",2014,"25",2013,26,25,27,"male",2
"Jan Lammers","NLD","Motorrace","Motorrace-Men",66,1956,"2017",2018,"31",2018,62,61,62,"male",1
"Jarek Janis","CZE","Motorrace","Motorrace-Men",38,1983,"2001",2009,"5",2006,23,18,26,"male",8
"Jari Ketomaa","FIN","Motorrace","Motorrace-Men",43,1979,"2000",2015,"14",2010,31,21,36,"male",15
"Jarno Trulli","ITA","Motorrace","Motorrace-Men",47,1974,"2014",2015,"20",2014,40,40,41,"male",1
"Jason Watt","DNK","Motorrace","Motorrace-Men",52,1970,"2009",2009,"30",2009,39,39,39,"male",0
"Javier Villa","ESP","Motorrace","Motorrace-Men",34,1987,"2011",2011,"12",2011,24,24,24,"male",0
"Jean Alesi","FRA","Motorrace","Motorrace-Men",58,1964,"1989",2012,"4",1996,32,25,48,"male",23
"Jean Philippe Belloc","FRA","Motorrace","Motorrace-Men",52,1970,"2012",2016,"43",2012,42,42,46,"male",4
"Jean-Christophe Boullion","FRA","Motorrace","Motorrace-Men",52,1969,"2012",2012,"30",2012,43,43,43,"male",0
"Jean-Denis Deletraz","CHE","Motorrace","Motorrace-Men",58,1963,"2012",2012,"70",2012,49,49,49,"male",0
"Jean-Marc Gounon","FRA","Motorrace","Motorrace-Men",59,1963,"1997",2008,"6",1998,35,34,45,"male",11
"Jérôme Policand","FRA","Motorrace","Motorrace-Men",57,1964,"1997",2013,NA,NA,NA,33,49,"male",16
"Jesús Puras","ESP","Motorrace","Motorrace-Men",59,1963,"1991",2002,"11",1999,36,28,39,"male",11
"Jimmy Eriksson","SWE","Motorrace","Motorrace-Men",31,1991,"2011",2017,NA,NA,NA,20,26,"male",6
"JJ Lehto","FIN","Motorrace","Motorrace-Men",56,1966,"1997",2014,"3",1997,31,31,48,"male",17
"Joachim Winkelhock","DEU","Motorrace","Motorrace-Men",61,1960,"1989",2003,NA,NA,NA,29,43,"male",14
"Johannes van Overbeek","USA","Motorrace","Motorrace-Men",49,1973,"2014",2018,"22",2015,42,41,45,"male",4
"John Bosch","NLD","Motorrace","Motorrace-Men",NA,NA,"2003",2005,"1",2003,NA,NA,NA,"male",2
"John Lee Paul Jr.","USA","Motorrace","Motorrace-Men",60,1960,"2000",2000,NA,NA,NA,40,40,"male",0
"John Nielsen","DNK","Motorrace","Motorrace-Men",66,1956,"1999",2008,"20",2003,47,43,52,"male",9
"John Pew","USA","Motorrace","Motorrace-Men",66,1956,"2016",2016,NA,NA,NA,60,60,"male",0
"Johnny Cecotto","VEN","Motorrace","Motorrace-Men",66,1956,"2001",2002,"15",2001,45,45,46,"male",1
"Johnny Cecotto Jr.","VEN","Motorrace","Motorrace-Men",32,1989,"2017",2017,"16",2017,28,28,28,"male",0
"Johnny O'Connell","USA","Motorrace","Motorrace-Men",59,1962,"2016",2016,NA,NA,NA,54,54,"male",0
"Jolyon Palmer","GBR","Motorrace","Motorrace-Men",31,1991,"2016",2017,"17",2017,26,25,26,"male",1
"Jonathan Cocker","GBR","Motorrace","Motorrace-Men",35,1986,"2012",2019,NA,NA,NA,26,33,"male",7
"Jonny Kane","GBR","Motorrace","Motorrace-Men",49,1973,"2012",2017,"7",2012,39,39,44,"male",5
"Jordan King","GBR","Motorrace","Motorrace-Men",28,1994,"2018",2019,"19",2018,24,24,25,"male",1
"Jörg Müller","DEU","Motorrace","Motorrace-Men",52,1969,"2005",2017,"2",2006,37,36,48,"male",12
"Jos Menten","NLD","Motorrace","Motorrace-Men",41,1981,"2003",2013,"11",2009,28,22,32,"male",10
"Jose Gutiérrez","MEX","Motorrace","Motorrace-Men",26,1996,"2017",2018,"34",2017,21,21,22,"male",1
"Juha Kankkunen","FIN","Motorrace","Motorrace-Men",63,1959,"1990",2010,"1",1991,32,31,51,"male",20
"Juho Hänninen","FIN","Motorrace","Motorrace-Men",40,1981,"2006",2019,"9",2017,36,25,38,"male",13
"Jules Bianchi","FRA","Motorrace","Motorrace-Men",25,1989,"2013",2014,"17",2014,25,24,25,"male",1
"Julian Bailey","GBR","Motorrace","Motorrace-Men",60,1961,"1997",2002,"1",2000,39,36,41,"male",5
"Julien Jousse","FRA","Motorrace","Motorrace-Men",36,1986,"2012",2012,"28",2012,26,26,26,"male",0
"Juraj Sebalj","HRV","Motorrace","Motorrace-Men",NA,NA,"2007",2013,"38",2012,NA,NA,NA,"male",6
"Jürgen Barth","DEU","Motorrace","Motorrace-Men",74,1947,"1998",2001,NA,NA,NA,51,54,"male",3
"Justin Wilson","GBR","Motorrace","Motorrace-Men",37,1978,"2014",2015,"25",2014,36,36,37,"male",1
"Karl Wendlinger","AUT","Motorrace","Motorrace-Men",53,1968,"1998",2013,"1",1999,31,30,45,"male",15
"Karun Chandhok","IND","Motorrace","Motorrace-Men",38,1984,"2012",2017,"10",2012,28,28,33,"male",5
"Keisuke Kunimoto","JPN","Motorrace","Motorrace-Men",33,1989,"2008",2010,NA,NA,NA,19,21,"male",2
